Run Subrun Event
14223 187 9380 
15353 8 409 
15353 153 7678 
15361 98 4933 
18232 50 2504 
17684 67 3380 
16119 535 26765 
15989 474 23736 
17762 9 494 
16874 215 10785 
18032 30 1532 
16472 130 6520 
14736 165 8256 
14736 214 10731 
17271 8 440 
14376 114 5731 
16022 424 21240 
15432 236 11806 
17413 355 17777 
18018 28 1449 
17567 35 1764 
15316 99 4958 
15316 99 4966 
14454 0 7 
16173 122 6145 
17407 53 2690 
15463 204 10207 
18862 107 5358 
16965 89 4482 
17990 516 25805 
18008 43 2151 
18008 43 2157 
18779 460 23031 
16446 69 3461 
16446 404 20219 
17985 333 16686 
17193 16 820 
18636 333 16653 
16023 232 11625 
17987 143 7198 
14228 56 2846 
17237 289 14487 
15416 143 7173 
18692 5 296 
16209 95 4799 
15932 57 2852 
15238 64 3214 
15238 167 8400 
14250 50 2548 
14673 15 763 
17965 36 1825 
18926 192 9626 
17146 24 1206 
14925 157 7896 
18687 575 28770 
18687 575 28786 
15448 10 538 
14942 248 12436 
18048 170 8505 
18226 60 3013 
18750 222 11105 
18621 0 32 
18621 5 299 
15596 10 545 
17960 76 3826 
17989 203 10154 
14584 18 926 
15917 111 5566 
17089 86 4303 
17476 53 2676 
14911 41 2099 
17139 319 15977 
15713 27 1400 
17131 26 1318 
18685 291 14579 
17356 189 9467 
14367 104 5217 
14367 213 10700 
14361 27 1357 
14959 40 2039 
14937 37 1882 
14559 29 1467 
15867 150 7508 
18915 255 12780 
17193 67 3379 
15915 90 4542 
15861 18 925 
15111 91 4567 
16352 468 23413 
17763 9 491 
17861 398 19945 
17861 421 21056 
16332 15 781 
18465 20 1017 
18663 104 5217 
17057 46 2312 
14356 121 6070 
16205 447 22357 
17732 0 35 
15909 104 5213 
18692 148 7430 
14899 90 4514 
15442 23 1189 
14124 209 10477 
14124 233 11670 
18951 322 16102 
18779 121 6056 
15264 180 9004 
17563 72 3649 
17563 76 3844 
14427 266 13343 
17876 140 7045 
14990 9 475 
14990 200 10031 
16089 393 19662 
14954 19 953 
14439 33 1695 
14555 269 13472 
15236 30 1531 
18794 423 21176 
18008 71 3600 
16438 68 3444 
14205 11 570 
17169 384 19204 
16994 143 7170 
17206 348 17411 
18760 162 8139 
14690 23 1159 
17876 147 7400 
15792 110 5533 
16825 1 73 
17267 117 5855 
15140 146 7328 
18007 153 7680 
18701 55 2758 
18701 190 9513 
14259 41 2069 
15875 114 5736 
18044 498 24917 
17955 200 10035 
17494 43 2175 
16107 40 2050 
17758 9 486 
15689 17 858 
17631 120 6019 
17631 128 6412 
18874 83 4186 
18516 473 23679 
15897 43 2186 
